source,target,weight,typetrans,fraud
C226102422,M78078399,123.5,es_wellnessandbeauty,0
C881776576,M1788569036,260.8,es_sportsandtoys,0
C2046826424,M85975013,46.06,es_food,0
C1819552999,M1823072687,17.35,es_transportation,0
C860156566,M1053599405,93.48,es_health,0
C1314533733,M85975013,59.5,es_food,0
C1187730955,M151143676,14.44,es_barsandrestaurants,0
C272748313,M349281107,11.59,es_fashion,0
C1510459992,M349281107,86.82,es_fashion,0
C398651508,M840466850,74.88,es_tech,0
C2013871968,M1053599405,116.17,es_health,0
C1166683343,M840466850,39.47,es_tech,0
C23740594,M1823072687,41.41,es_transportation,0
C1999090638,M85975013,42.77,es_food,0
C928481238,M980657600,171.66,es_sportsandtoys,1
C503124737,M85975013,37.78,es_food,0
C2084566155,M1352454843,16.06,es_hotelservices,0
C1580753738,M209847108,75.55,es_wellnessandbeauty,0
C495652708,M1946091778,43.38,es_wellnessandbeauty,0
C577335130,M732195782,1210.72,es_travel,1
C900337975,M732195782,4711.7,es_travel,1
C138445718,M45060432,166.13,es_hotelservices,0
C1298891864,M732195782,317.65,es_travel,0
C272752096,M840466850,83.38,es_tech,0
C1693925346,M1313686961,24.1,es_contents,0
C2070997908,M840466850,54.69,es_tech,0
C1567160901,M1913465890,73.64,es_health,0
C679458582,M1053599405,33.47,es_health,0
C1348847019,M1053599405,70.32,es_health,0
C232299558,M1353266412,50.22,es_hotelservices,0
C371517012,M1535107174,17.33,es_wellnessandbeauty,0
C714086473,M1053599405,61.64,es_health,0
C1082732879,M78078399,41.04,es_wellnessandbeauty,0
C748358246,M349281107,72.07,es_fashion,0
C402758720,M692898500,135.75,es_health,0
C1714676783,M45060432,28.8,es_hotelservices,0
C77415586,M85975013,64.17,es_food,0
C1136643517,M1913465890,156.23,es_health,0
C1275053057,M1313686961,141.22,es_contents,0
C51444479,M1313686961,15.13,es_contents,0
C966214713,M151143676,9.34,es_barsandrestaurants,0
C318818410,M840466850,85.63,es_tech,0
C183456137,M50039827,165.48,es_health,0
C1123042802,M349281107,16.71,es_fashion,0
C1758950662,M151143676,54.06,es_barsandrestaurants,0
C1861439904,M1872033263,387.97,es_home,0
C566628469,M151143676,33.68,es_barsandrestaurants,0
C946935568,M1198415165,101.29,es_wellnessandbeauty,0
C1984083185,M1600850729,92.08,es_fashion,0
C232369406,M1053599405,81.84,es_health,0
C929298953,M1823072687,51.59,es_transportation,0
C1413412440,M349281107,64.46,es_fashion,0
C1934886086,M45060432,147.27,es_hotelservices,0
C27152267,M1053599405,43.28,es_health,0
C1687903356,M45060432,153.64,es_hotelservices,0
C1899748276,M78078399,24.21,es_wellnessandbeauty,0
C1004532392,M855959430,3.47,es_hyper,0
C1079965849,M1823072687,42.56,es_transportation,0
C836959718,M1913465890,265.84,es_health,0
C34948851,M1748431652,65.51,es_wellnessandbeauty,0
C1072166767,M1913465890,39.48,es_health,0
C1050458046,M840466850,38.18,es_tech,0
C1960578141,M349281107,49.01,es_fashion,0
C249473604,M840466850,168.6,es_tech,0
C438204842,M1913465890,20.75,es_health,0
C1567385001,M480139044,7.18,es_health,0
C697242067,M78078399,16.27,es_wellnessandbeauty,0
C2029028090,M840466850,49.32,es_tech,0
C1562537029,M1913465890,29.25,es_health,0
C1271627744,M1823072687,17.12,es_transportation,0
C395508103,M1600850729,100.59,es_fashion,0
C58432631,M209847108,2.6,es_wellnessandbeauty,0
C688041542,M50039827,116.81,es_health,0
C645539039,M1946091778,27.83,es_wellnessandbeauty,0
C111678629,M1913465890,39.75,es_health,0
C764048448,M1913465890,81.23,es_health,0
C1146143839,M45060432,110.66,es_hotelservices,0
C1134229140,M1600850729,30.14,es_fashion,0
C253956131,M840466850,150.0,es_tech,0
C1952937534,M1946091778,91.94,es_wellnessandbeauty,0
C288727438,M1946091778,86.06,es_wellnessandbeauty,0
C2126946323,M85975013,69.69,es_food,0
C739589782,M349281107,46.71,es_fashion,0
C1922022324,M1913465890,96.3,es_health,0
C1911281701,M1823072687,59.51,es_transportation,0
C1461258616,M1400236507,258.33,es_home,0
C572958608,M1313686961,60.86,es_contents,0
C417267123,M2122776122,83.85,es_home,1
C2017390387,M2122776122,666.45,es_home,1
C1706918687,M349281107,7.08,es_fashion,0
C399777042,M980657600,163.99,es_sportsandtoys,1
C1171622243,M980657600,566.61,es_sportsandtoys,1
C489708690,M1913465890,22.56,es_health,0
C26746445,M85975013,30.42,es_food,0
C616715154,M151143676,331.63,es_barsandrestaurants,1
C1764447156,M85975013,30.89,es_food,0
C1885091211,M85975013,44.38,es_food,0
C719205737,M840466850,65.32,es_tech,0
C1686098746,M855959430,34.57,es_hyper,0
C742560751,M1946091778,38.47,es_wellnessandbeauty,0
C382004679,M1600850729,16.38,es_fashion,0
C521087514,M855959430,60.63,es_hyper,0
C1499019507,M1946091778,95.63,es_wellnessandbeauty,0
C469822988,M1600850729,57.77,es_fashion,0
C1701618194,M1842530320,230.37,es_tech,0
C775363285,M840466850,195.08,es_tech,0
C1800696439,M677738360,101.95,es_contents,0
C59149030,M855959430,10.14,es_hyper,0
C811312110,M85975013,2.31,es_food,0
C1660043980,M349281107,34.78,es_fashion,0
C1964602402,M85975013,21.69,es_food,0
C381446674,M1198415165,45.21,es_wellnessandbeauty,0
C2136232396,M1946091778,150.45,es_wellnessandbeauty,0
C1035222482,M1913465890,20.53,es_health,0
C628232611,M349281107,29.45,es_fashion,0
C823678601,M78078399,3.03,es_wellnessandbeauty,0
C524644424,M1053599405,24.87,es_health,0
C1276892406,M17379832,318.68,es_sportsandtoys,1
C1022713215,M1053599405,93.2,es_health,0
C1663162700,M1053599405,56.94,es_health,0
C1947369699,M1053599405,30.2,es_health,0
C1153569753,M1842530320,111.21,es_tech,0
C1362652272,M1913465890,36.79,es_health,0
C582479974,M151143676,74.9,es_barsandrestaurants,0
C480975116,M1823072687,2.83,es_transportation,0
C1434797923,M480139044,1284.7,es_health,1
C650117238,M480139044,587.03,es_health,1
C1726895756,M349281107,56.19,es_fashion,0
C1440755608,M1946091778,86.53,es_wellnessandbeauty,0
C1825851538,M349281107,77.73,es_fashion,0
C2078460335,M677738360,54.54,es_contents,0
C1897708405,M209847108,8.05,es_wellnessandbeauty,0
C560376591,M1913465890,12.63,es_health,0
C1423519115,M78078399,83.29,es_wellnessandbeauty,0
C989137613,M732195782,1143.5,es_travel,1
C2095975270,M732195782,1016.79,es_travel,1
C55178455,M85975013,41.06,es_food,0
C1224153830,M1913465890,400.73,es_health,0
C1565570610,M17379832,20.64,es_sportsandtoys,0
C1440474435,M85975013,43.18,es_food,0
C298468219,M1600850729,101.3,es_fashion,0
C317314063,M1053599405,87.05,es_health,0
C913662681,M1913465890,133.94,es_health,0
C1166683343,M1748431652,39.71,es_wellnessandbeauty,0
C905744010,M1913465890,93.78,es_health,0
C473451132,M348934600,19.41,es_transportation,0
C1557689947,M1946091778,111.17,es_wellnessandbeauty,0
C1655037147,M1649169323,60.79,es_sportsandtoys,0
C1289219178,M732195782,2011.86,es_travel,1
C1545977603,M732195782,2481.62,es_travel,1
C617179674,M1823072687,46.0,es_transportation,0
C737765767,M78078399,14.37,es_wellnessandbeauty,0
C1610742916,M1946091778,81.97,es_wellnessandbeauty,0
C1355509614,M480139044,234.0,es_health,0
C752612398,M1600850729,100.32,es_fashion,0
C1213984358,M1842530320,183.17,es_tech,0
C185820405,M1053599405,62.93,es_health,0
C1299279378,M480139044,632.79,es_health,1
C1922157108,M349281107,9.52,es_fashion,0
C1850870588,M1872033263,67.82,es_home,0
C941369654,M1649169323,92.05,es_sportsandtoys,0
C1155962240,M1053599405,28.28,es_health,0
C1159279360,M840466850,201.87,es_tech,0
C1327677398,M1946091778,69.92,es_wellnessandbeauty,0
C2088008854,M45060432,79.26,es_hotelservices,0
C723171448,M1400236507,60.2,es_home,0
C786249459,M1313686961,65.25,es_contents,0
C1375512856,M1913465890,101.23,es_health,0
C1125717761,M1053599405,95.21,es_health,0
C1349321790,M1913465890,85.18,es_health,0
C1203244235,M348934600,10.84,es_transportation,0
C1564693206,M923029380,462.78,es_home,1
C564451627,M1913465890,162.65,es_health,0
C1427539236,M349281107,70.54,es_fashion,0
C144783459,M1823072687,25.98,es_transportation,0
C1321889892,M1946091778,20.26,es_wellnessandbeauty,0
C895105444,M348934600,83.86,es_transportation,0
C1475317372,M1913465890,74.86,es_health,0
C279399121,M85975013,17.83,es_food,0
C2134625729,M855959430,80.06,es_hyper,0
C1505370540,M349281107,2.65,es_fashion,0
C1089789227,M209847108,8.01,es_wellnessandbeauty,0
C1853365964,M50039827,121.13,es_health,0
C1996918734,M1600850729,67.2,es_fashion,0
C475928775,M1649169323,559.65,es_sportsandtoys,1
C1560904250,M1649169323,594.47,es_sportsandtoys,1
C1154612561,M349281107,64.92,es_fashion,0
C1423644375,M1053599405,243.39,es_health,0
C456338836,M547558035,88.09,es_fashion,0
C499129070,M1946091778,15.04,es_wellnessandbeauty,0
C1586463432,M1946091778,75.4,es_wellnessandbeauty,0
C74848504,M1313686961,24.58,es_contents,0
C2033310172,M349281107,20.35,es_fashion,0
C810002129,M1823072687,61.03,es_transportation,0
C1582152156,M1823072687,19.94,es_transportation,0
C424790668,M1946091778,52.49,es_wellnessandbeauty,0
C409740988,M980657600,189.11,es_sportsandtoys,1
C908718101,M980657600,280.02,es_sportsandtoys,1
C956414645,M45060432,165.53,es_hotelservices,0
C1225533078,M85975013,49.31,es_food,0
C1375956198,M980657600,46.63,es_sportsandtoys,0
C222098023,M1400236507,167.7,es_home,0
C1653588482,M923029380,103.67,es_home,0
C409740988,M349281107,35.13,es_fashion,0
C879614402,M349281107,96.35,es_fashion,0
C677660361,M349281107,97.3,es_fashion,0
C1790426542,M1913465890,32.55,es_health,0
C476313806,M1352454843,230.22,es_hotelservices,0
C2129964241,M1946091778,15.87,es_wellnessandbeauty,0
C1589138432,M1748431652,84.46,es_wellnessandbeauty,1
C1978250683,M1748431652,251.64,es_wellnessandbeauty,1
C2084566155,M1741626453,97.4,es_sportsandtoys,1
C1716617782,M1741626453,101.57,es_sportsandtoys,1
C1760986787,M209847108,101.43,es_wellnessandbeauty,0
C2076439645,M209847108,47.92,es_wellnessandbeauty,0
C1524019070,M1313686961,44.6,es_contents,0
C751887992,M50039827,135.89,es_health,0
C1514271157,M1313686961,3.15,es_contents,0
C1564253251,M1913465890,159.47,es_health,0
C200882642,M1913465890,25.95,es_health,0
C183270065,M1313686961,58.38,es_contents,0
C775739646,M85975013,7.58,es_food,0
C43130617,M97925176,67.11,es_wellnessandbeauty,0
C413455659,M1946091778,32.02,es_wellnessandbeauty,0
C1806963277,M1946091778,17.2,es_wellnessandbeauty,0
C2046826424,M1823072687,42.73,es_transportation,0
C1104967901,M1913465890,168.35,es_health,0
C949319027,M1053599405,2.6,es_health,0
C971838371,M480139044,15.46,es_health,0
C1007572087,M78078399,93.9,es_wellnessandbeauty,0
C1565570610,M349281107,27.05,es_fashion,0
C1095241409,M45060432,77.03,es_hotelservices,0
C1558209795,M97925176,55.92,es_wellnessandbeauty,0
C1758950662,M348934600,50.21,es_transportation,0
C1388726904,M45060432,97.69,es_hotelservices,0
C927766810,M85975013,39.38,es_food,0
C1860775846,M78078399,56.78,es_wellnessandbeauty,0
C655150548,M1913465890,43.13,es_health,0
C1526175877,M1913465890,199.72,es_health,0
C1992803690,M677738360,62.72,es_contents,0
C1154612561,M45060432,51.91,es_hotelservices,0
C1374336520,M1946091778,16.14,es_wellnessandbeauty,0
C1984083185,M1823072687,20.83,es_transportation,0
C1312615175,M1946091778,95.97,es_wellnessandbeauty,0
C1658315324,M1913465890,62.6,es_health,0
C893911190,M1913465890,29.84,es_health,0
C108266856,M151143676,9.09,es_barsandrestaurants,0
C2030210340,M855959430,46.64,es_hyper,0
C1018388493,M855959430,52.18,es_hyper,0
C1153569753,M1823072687,9.51,es_transportation,0
C1098443227,M349281107,5.78,es_fashion,0
C1480640363,M209847108,8.66,es_wellnessandbeauty,0
C1311947724,M349281107,45.49,es_fashion,0
C1440310601,M1842530320,15.2,es_tech,0
C1944646841,M840466850,62.71,es_tech,0
C380412694,M1946091778,107.01,es_wellnessandbeauty,0
C752612398,M1823072687,34.42,es_transportation,0
C1547534233,M349281107,68.51,es_fashion,0
C1741615821,M1946091778,78.35,es_wellnessandbeauty,0
C1990073844,M1842530320,313.16,es_tech,0
C1800696439,M1823072687,27.26,es_transportation,0
C1509603467,M692898500,36.1,es_health,0
C1539474222,M980657600,124.94,es_sportsandtoys,0
C435572486,M840466850,179.16,es_tech,0
C1114685649,M1053599405,39.68,es_health,0
C1204780618,M1946091778,26.04,es_wellnessandbeauty,0
C253956131,M1823072687,17.11,es_transportation,0
C1105086283,M45060432,161.52,es_hotelservices,0
C1767103563,M1600850729,46.06,es_fashion,0
C382004679,M1823072687,12.0,es_transportation,0
C2014915363,M348875670,3.2,es_hotelservices,0
C864725258,M1913465890,140.46,es_health,0
C108794529,M1913465890,36.35,es_health,0
C1487582791,M480139044,100.74,es_health,1
C906611945,M480139044,1191.55,es_health,1
C431496464,M855959430,29.62,es_hyper,0
C1490935984,M692898500,7.49,es_health,0
C1994178184,M855959430,20.29,es_hyper,0
C514238360,M349281107,17.94,es_fashion,0
C369566106,M78078399,68.87,es_wellnessandbeauty,0
C1656381290,M1600850729,16.56,es_fashion,0
C23569509,M1946091778,61.77,es_wellnessandbeauty,0
C65683893,M349281107,79.96,es_fashion,0
C1844076143,M1400236507,156.29,es_home,0
C1152356495,M840466850,72.63,es_tech,0
C1097812196,M840466850,95.41,es_tech,0
C656405809,M1842530320,213.97,es_tech,0
C1981089677,M1053599405,147.61,es_health,0
C1293579037,M1053599405,14.23,es_health,0
C2143703121,M1400236507,14.17,es_home,0
C706685788,M1053599405,271.47,es_health,0
C2031167542,M1400236507,132.96,es_home,0
C1076110991,M349281107,77.92,es_fashion,0
C1354768768,M1649169323,204.28,es_sportsandtoys,0
C310220915,M1053599405,1.5,es_health,0
C1694165271,M1913465890,62.82,es_health,0
C979437396,M1053599405,76.74,es_health,0
C438541016,M78078399,65.83,es_wellnessandbeauty,0
C965421722,M1053599405,25.99,es_health,0
C1077245673,M78078399,30.27,es_wellnessandbeauty,0
C1944878458,M151143676,83.81,es_barsandrestaurants,0
C1327677398,M855959430,20.18,es_hyper,0
C1452053500,M50039827,180.63,es_health,0
C1468001998,M1053599405,90.88,es_health,0
C1690594556,M1913465890,77.63,es_health,0
C742393642,M1842530320,6.46,es_tech,0
C2132932756,M1053599405,60.78,es_health,0
C172707110,M840466850,264.0,es_tech,0
C2112631749,M1053599405,88.13,es_health,0
C756645719,M732195782,85.35,es_travel,1
C708968659,M1600850729,3.57,es_fashion,0
C664109131,M1872033263,159.61,es_home,0
C617179674,M85975013,31.17,es_food,0
C1350793893,M840466850,140.42,es_tech,0
C1947400039,M480139044,187.63,es_health,1
C911078435,M480139044,243.12,es_health,1
C1959396051,M1913465890,304.19,es_health,0
C1214628974,M1913465890,51.84,es_health,0
C1708261114,M732195782,2967.02,es_travel,1
C1591008232,M1416436880,31.74,es_tech,0
C46027917,M1872033263,135.1,es_home,0
C2112350124,M1946091778,63.36,es_wellnessandbeauty,0
C1078596280,M1053599405,176.43,es_health,0
C366397964,M1294758098,340.37,es_leisure,1
C914488986,M1873032707,761.66,es_hotelservices,1
C601255458,M1873032707,166.47,es_hotelservices,1
C424790668,M1823072687,28.51,es_transportation,0
C98707741,M151143676,60.23,es_barsandrestaurants,0
C932908444,M2122776122,42.18,es_home,1
C140804810,M980657600,350.98,es_sportsandtoys,1
C864655240,M209847108,116.79,es_wellnessandbeauty,0
C882083718,M980657600,30.62,es_sportsandtoys,1
C1788358708,M349281107,39.99,es_fashion,0
C87697988,M209847108,73.74,es_wellnessandbeauty,0
C1587738251,M1416436880,7.96,es_tech,0
C1214780453,M1053599405,151.44,es_health,0
C512783217,M1600850729,16.36,es_fashion,0
C1440474435,M1823072687,32.72,es_transportation,0
C1861439904,M1823072687,26.39,es_transportation,0
C1655514881,M857378720,475.7,es_hotelservices,1
C691839786,M857378720,198.15,es_hotelservices,1
C1045214627,M1053599405,23.17,es_health,0
C138375181,M349281107,0.33,es_fashion,0
C931370744,M349281107,133.31,es_fashion,0
C964635168,M1053599405,385.8,es_health,0
C1360806205,M840466850,85.82,es_tech,0
C1284515419,M1946091778,15.4,es_wellnessandbeauty,0
C878904462,M1946091778,51.15,es_wellnessandbeauty,0
C553434543,M677738360,17.68,es_contents,0
C1354206365,M1400236507,83.21,es_home,0
C2113737065,M547558035,9.76,es_fashion,0
C190398591,M78078399,51.57,es_wellnessandbeauty,0
C470079617,M1823072687,13.84,es_transportation,0
C751786199,M1842530320,152.25,es_tech,0
C1928842916,M1600850729,58.37,es_fashion,0
C826715503,M209847108,290.36,es_wellnessandbeauty,1
C1582197917,M85975013,64.82,es_food,0
C604267980,M1400236507,200.58,es_home,0
C2027892936,M480139044,242.96,es_health,1
C1104044396,M840466850,180.89,es_tech,0
C1336232196,M1946091778,105.74,es_wellnessandbeauty,0
C2042503226,M840466850,156.17,es_tech,0
C442850319,M1913465890,19.75,es_health,0
C345640256,M85975013,98.81,es_food,0
C1512732275,M1313686961,15.13,es_contents,0
C1949984685,M349281107,67.59,es_fashion,0
C606355103,M1053599405,111.84,es_health,0
C2058916086,M1600850729,26.44,es_fashion,0
C1269217373,M1913465890,18.41,es_health,0
C1213984358,M1823072687,5.63,es_transportation,0
C34948851,M840466850,301.27,es_tech,0
C198230909,M85975013,64.14,es_food,0
C837113913,M349281107,25.74,es_fashion,0
C1374783350,M1748431652,12.38,es_wellnessandbeauty,0
C696720817,M1946091778,44.81,es_wellnessandbeauty,0
C2020967123,M1400236507,73.78,es_home,0
C186516178,M151143676,14.74,es_barsandrestaurants,0
C823379702,M1946091778,25.72,es_wellnessandbeauty,0
C99215049,M117188757,31.8,es_home,0
C1242770016,M1888755466,48.58,es_otherservices,0
C2103685620,M840466850,194.15,es_tech,0
C344259725,M677738360,109.62,es_contents,0
C131559770,M855959430,22.16,es_hyper,0
C989321907,M85975013,39.32,es_food,0
C413455659,M348934600,25.85,es_transportation,0
C2038979642,M1726401631,164.3,es_travel,0
C1981764666,M2080407379,2013.58,es_travel,1
C2113737065,M2080407379,2261.67,es_travel,1
C1155259690,M692898500,16.33,es_health,0
C333991833,M1946091778,139.36,es_wellnessandbeauty,0
C23582994,M85975013,56.81,es_food,0
C1781924994,M1600850729,3.81,es_fashion,0
C1982656265,M980657600,648.79,es_sportsandtoys,1
C855112247,M1400236507,208.67,es_home,0
C252172114,M45060432,58.91,es_hotelservices,0
C1595099029,M1053599405,22.89,es_health,0
C1225533078,M1823072687,7.39,es_transportation,0
C724380392,M1053599405,8.34,es_health,0
C352261908,M1872033263,189.21,es_home,0
C469822988,M1823072687,1.02,es_transportation,0
C20027851,M85975013,73.21,es_food,0
C145901862,M1946091778,1.11,es_wellnessandbeauty,0
C2027892936,M85975013,16.85,es_food,0
C2100602051,M1053599405,100.65,es_health,0
C1769927077,M1053599405,90.09,es_health,0
C313266037,M1913465890,99.09,es_health,0
C515668508,M1946091778,12.55,es_wellnessandbeauty,0
C251602943,M855959430,58.27,es_hyper,0
C2087715408,M1913465890,17.73,es_health,0
C1332295774,M1888755466,48.31,es_otherservices,1
C421432072,M85975013,15.4,es_food,0
C990997956,M840466850,116.45,es_tech,0
C623601481,M840466850,29.72,es_tech,0
C381528901,M1400236507,116.73,es_home,0
C199664659,M1946091778,116.79,es_wellnessandbeauty,0
C664109131,M1823072687,18.32,es_transportation,0
C1781953799,M78078399,422.62,es_wellnessandbeauty,1
C107125195,M1946091778,25.95,es_wellnessandbeauty,0
C907877340,M980657600,469.75,es_sportsandtoys,1
C1339724832,M349281107,100.22,es_fashion,0
C1386324281,M1913465890,13.25,es_health,0
C816519533,M1053599405,56.37,es_health,0
C34948851,M1823072687,56.79,es_transportation,0
C1638237205,M1913465890,35.84,es_health,0
C1487874353,M840466850,73.18,es_tech,0
C1984083185,M85975013,15.11,es_food,0
C900235765,M1913465890,123.0,es_health,0
C1545977603,M692898500,99.79,es_health,0
C1564260047,M1313686961,37.43,es_contents,0
C1023694383,M1946091778,20.3,es_wellnessandbeauty,0
C2017390387,M1600850729,1.43,es_fashion,0
